coordinates;created_at;hashtags;media;urls;favorite_count;id;in_reply_to_screen_name;in_reply_to_status_id;in_reply_to_user_id;lang;place;possibly_sensitive;quote_id;retweet_count;retweet_id;retweet_screen_name;source;text;tweet_url;user_created_at;user_id;user_default_profile_image;user_description;user_favourites_count;user_followers_count;user_friends_count;user_listed_count;user_location;user_name;user_screen_name;user_statuses_count;user_time_zone;user_urls;user_verified
;Tue Jun 01 09:50:35 +0000 2021;;;;0;1399664665073012737;;;;pl;;;;9;1399663957531627521;lewica_warszawa;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Konstanty Radziwiłł do dymisji!!!
@wiosnabiedronia 
@RobertBiedron @PaulinaPiechna @MarekSzolc @agatadiduszko 

https://t.co/2m7tloYnGy";https://twitter.com/Arek2013OK/status/1399664665073012737;Tue Feb 05 17:20:40 +0000 2013;1151492887;FAŁSZ;Niebo gwiaździste nade mną, prawo moralne we mnie. Walczę o państwo prawa, wolności obywatelskie, w tym wolność od pełnego zła Kościoła. A kaczyści precz!;45923;2202;1841;29;A że *kaczyści* wymyśliłem ja!;Prof. Arek Europa hej! A PiSS z uzurpatorem won!;Arek2013OK;272351;;;FAŁSZ
;Tue Jun 01 09:58:01 +0000 2021;Metro;;;1;1399666537309609985;igras_igras;1399665196319264769;929397439;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@igras_igras @PawelLech1 @AnnaKalczynska @K_Stanowski @warszawa Niestety, niewiele da się zrozumieć z tego twita. #Metro tak, ale tylko na optymalnej trasie - tam, gdzie będzie kogo wozić, bo inaczej będzie nas to słono kosztowało nie tylko w trakcie budowy, ale też późniejszej eksploatacji. Proszę spytać znajomych z Siskomu;https://twitter.com/jarek_osowski/status/1399666537309609985;Thu Oct 23 11:32:53 +0000 2014;2841848969;FAŁSZ;"Dziennikarz, Gazeta Wyborcza -
transport, drogi, inwestycje i stołeczny samorząd";292;4785;461;79;Warszawa;Jarosław Osowski;jarek_osowski;29223;;http://autobusczerwony.blox.pl;FAŁSZ
;Tue Jun 01 09:28:53 +0000 2021;;;;0;1399659205871738882;;;;pl;;;;84;1399640757523386368;KapenGenezyp;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z";https://twitter.com/Czarek03792580/status/1399659205871738882;Wed Nov 04 23:08:07 +0000 2020;1324126222708781057;FAŁSZ;"Najważniejsze w demokracji są niezależne sądy i niezawiśli sędziowie.
Łódź.";28937;972;1226;0;;Czarek ŁDŹ;Czarek03792580;23825;;;FAŁSZ
;Tue Jun 01 09:31:00 +0000 2021;;;;0;1399659735444512773;trzaskowski_;1399405556729847820;370112160;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"@trzaskowski_ Gdybym Pana spotkał tam na Bankowym, to bym pogonił do roboty.

Takie akcje są żałosne, wypełniacze próżności. Jak daleko od rzeczywistości trzeba mieć głowę, aby myśleć, że się będzie skutecznym w takiej sprawie.

Warszawa potrzebuje ludzi pracowitych, nie propagandystów.";https://twitter.com/PawelKarabin/status/1399659735444512773;Thu Jan 24 22:33:52 +0000 2013;1117896018;FAŁSZ;🇵🇱;3594;84;1093;0;Gdańsk;Paweł Karabin;PawelKarabin;2213;;;FAŁSZ
;Tue Jun 01 09:52:45 +0000 2021;;;https://www.se.pl/warszawa/szokujace-zachowanie-28-latki-kobieta-pogryzla-swoje-dziecko-bo-bylo-niegrzeczne-aa-4ig4-gfiJ-ELdb.html;0;1399665212534439939;;;;pl;;FAŁSZ;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Ślady na ciele dziewczynki zauważono w przedszkolu https://t.co/pVUFpIA8LS;https://twitter.com/se_pl/status/1399665212534439939;Tue Dec 29 18:15:50 +0000 2009;100285426;FAŁSZ;Mówimy, jak jest - https://t.co/yvKd0peV8U;1855;25309;1202;165;Warszawa, Polska;Super Express;se_pl;38182;;http://www.se.pl/;FAŁSZ
;Tue Jun 01 10:16:04 +0000 2021;SameSztosy Warszawa muzyka music playlist;https://twitter.com/radiokampus/status/1399671077610078208/photo/1;https://ift.tt/2EOz9EY;0;1399671077610078208;;;;pl;;FAŁSZ;;0;;;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";💥 #SameSztosy usłyszysz na 97,1 FM! 🎶 Sprawdź, co zagraliśmy ostatnio: https://t.co/kSOU43t0ST #Warszawa #muzyka #music #playlist https://t.co/RiwaRUYwEQ;https://twitter.com/radiokampus/status/1399671077610078208;Wed Jun 17 12:10:57 +0000 2009;47939704;FAŁSZ;Same sztosy! 📻 #Warszawa i okolice - 97,1 FM i https://t.co/V3IDUakInJ #hiphop #alternative #rock #dnb #funk #house #muzyka;1478;4783;2248;117;Warsaw, Poland;Radio Kampus 97,1 FM;radiokampus;31277;;http://www.radiokampus.fm;FAŁSZ
;Tue Jun 01 10:12:29 +0000 2021;;;;0;1399670176405233670;;;;pl;;;;4;1399656136048103427;ipn_warszawa;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"🚶Od 1 czerwca 2021 r. Izba Pamięci Strzelecka 8 (IPN) zaprasza na spacer historyczny pt. „Śladami zbrodni komunistycznych na warszawskiej Pradze”.
Więcej informacji👇
https://t.co/gUcj8Pbvc2";https://twitter.com/K_M_Kapa_/status/1399670176405233670;Sun Apr 11 18:20:36 +0000 2021;1381311161681985542;FAŁSZ;"Polak🇵🇱 •  Tradycyjny Katolik✝ • Polski Nacjonalista🦅 • Sympatyk @MWszechpolska • Autysta • Pro-Life👶 • Licealista (L LO) • Nastolatek 
🇷🇺🚫🇺🇸🚫";35849;540;1651;20;Deus, Honor, Patria, Familia⩩ꑭ;Krzysztof Michał Kapa;K_M_Kapa_;27093;;https://www.youtube.com/channel/UC5oKLbcji1E2T9NXmCGqm6g;FAŁSZ
;Tue Jun 01 09:46:02 +0000 2021;Metro M2 UE;;;1;1399663521777033216;igras_igras;1399657855607840768;929397439;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@igras_igras @PawelLech1 @AnnaKalczynska @K_Stanowski To podstawowy błąd w myśleniu: budować byle jaką linię #Metro, bo są (na szczęście wcale nie tak pewne, jak przekonuje ratusz @warszawa i co pokazuje przez 5 lat przykład końcówki #M2) fundusze #UE. Wybrano trasę, która blokuje znacznie pilniejsze i tańsze inwestycje;https://twitter.com/jarek_osowski/status/1399663521777033216;Thu Oct 23 11:32:53 +0000 2014;2841848969;FAŁSZ;"Dziennikarz, Gazeta Wyborcza -
transport, drogi, inwestycje i stołeczny samorząd";292;4785;461;79;Warszawa;Jarosław Osowski;jarek_osowski;29223;;http://autobusczerwony.blox.pl;FAŁSZ
;Tue Jun 01 09:40:10 +0000 2021;Legionowo Warszawa Rodzina GraMiejska;;;4;1399662043498680320;;;;pl;;;;2;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Minister @MarlenaMalag w #Legionowo: 20 czerwca zapraszam na wielką grę miejską w #Warszawa, gdzie ojcowie razem ze swoimi dziećmi będą mogli wziąć w niej udział - dla integracji, dla wspólnie spędzonego dobrego czasu. Szczegóły podamy za chwilę. #Rodzina #GraMiejska;https://twitter.com/MRiPS_GOV_PL/status/1399662043498680320;Wed Nov 21 09:47:41 +0000 2012;962094450;FAŁSZ;Oficjalny profil Ministerstwa Rodziny i Polityki Społecznej. ➡Facebook: https://t.co/cYXDwYQ7oK ➡Youtube: https://t.co/z0a5upjjsN ➡Instagram: https://t.co/qdYbY5HvO4;11861;49528;969;230;Warszawa;Ministerstwo Rodziny i Polityki Społecznej;MRiPS_GOV_PL;46394;;http://gov.pl/rodzina;PRAWDA
;Tue Jun 01 09:26:39 +0000 2021;;;;0;1399658641381281796;;;;pl;;;;7;1399654632339787777;SMWarszawa;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"‼ Od dziś nowe przepisy zwiększające bezpieczeństwo pieszych:
🛑 Kierujący 𝐦𝐮𝐬𝐢 się zatrzymać przed pasami, widząc  wchodzącego na nie pieszego.
📵 Przechodząc przez jezdnię pieszy 𝐜𝐡𝐨𝐰𝐚 telefon.
Poznaj szczegóły: ↘ https://t.co/HbHT7ICVEv
#BezpieczniOdpowiedzialni https://t.co/RUMP6GXzgj";https://twitter.com/warszawa/status/1399658641381281796;Wed Oct 06 14:07:01 +0000 2010;199290168;FAŁSZ;Oficjalny profil miasta stołecznego Warszawy | The official account of the Capital City of Warsaw;15094;314255;201;276;Warszawa, Polska;Warszawa;warszawa;41849;;https://www.um.warszawa.pl;FAŁSZ
;Tue Jun 01 09:58:30 +0000 2021;;;;0;1399666659909115904;Devil3sta1;1399464589507665920;1128231827234336800;pl;;;;0;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";@Devil3sta1 @MaqnatPB @MartaPrzywara Nie chce jej bronić serio mam swoje zdanie ale szeczerze dziewczyna gowno może Radna bes pleców u nas są takie układziki ze Warszawa się chować;https://twitter.com/JakubowskiBoski/status/1399666659909115904;Mon Sep 26 09:44:13 +0000 2016;780342202165817345;FAŁSZ;Jedni nazywają mnie Ruskim Agentem inni szpieg z zachodu a ja od 11 lat w służbie Jej Królewskiej mości Widzew 🔴⚪️🔴, Παναθηναϊκός ☘️☘️ Chelsea 💙💙⚽️;17517;181;881;0;England, United Kingdom;Jackob Coner strzelecki;JakubowskiBoski;7680;;;FAŁSZ
;Tue Jun 01 10:18:46 +0000 2021;studia studenci UTH;;https://youtu.be/9rKLPVnKc7U;0;1399671758718910470;;;;pl;;FAŁSZ;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Studenci UTH dla kandydatów 2021 | UTH Warszawa https://t.co/U9BrHbANkw  Jeśli chcecie dowiedzieć się jak wygląda studiowanie w naszej UTH 👉📩piszcie śmiało na ➡ studenci@uth.edu.pl 📝 Z chęcią odpowiemy na WASZE❓pytania❓Do zobaczenia w UTH Warszawa💙 #studia #studenci #UTH;https://twitter.com/uth_warszawa/status/1399671758718910470;Wed Jul 08 09:15:59 +0000 2015;3365603037;FAŁSZ;Oficjalne konto Uczelni Techniczno-Handlowej im. Heleny Chodkowskiej na Twitterze;65;100;33;1;Warszawa, Mazowieckie;UTH Warszawa;uth_warszawa;611;;http://www.uth.edu.pl/;FAŁSZ
;Tue Jun 01 09:54:35 +0000 2021;wyborcza;;https://warszawa.wyborcza.pl/warszawa/7,54420,27150939,jan-spiewak-przegral-proces-z-bylym-wiceprezydentem.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza;0;1399665670489583625;;;;pl;;FAŁSZ;;16;1399639039431565314;gazeta_wyborcza;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Jan Śpiewak przegrał proces z byłym wiceprezydentem #wyborcza https://t.co/mDcDWBii0X;https://twitter.com/Poul98979108/status/1399665670489583625;Wed Oct 16 13:58:59 +0000 2019;1184468675627274240;FAŁSZ;Wolność,szczęście i pokój. Demokrata,liberał otwarty na globalną wspólnotę.;53525;170;253;8;;Poul;Poul98979108;107537;;;FAŁSZ
;Tue Jun 01 10:12:17 +0000 2021;;;;0;1399670127822618625;;;;pl;;;;34;1399322765551976452;MagdalenaGrudz2;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Wyobraziłam sobie, jakby wyglądała Warszawa,  gdyby PiS rządził po wojnie. W życiu byśmy jej nie odbudowali,  byłyby tylko plany i zaangażowanie...;https://twitter.com/Akira12134/status/1399670127822618625;Sat Dec 30 13:20:07 +0000 2017;947094951459946496;FAŁSZ;;43100;128;73;1;;Patryk Nietopiel;Akira12134;35103;;;FAŁSZ
;Tue Jun 01 09:44:59 +0000 2021;;https://twitter.com/SGGW_Warszawa/status/1399663255170293765/photo/1;;3;1399663255170293765;;;;pl;;FAŁSZ;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Dzień Dziecka w @SGGW_Warszawa. Uczniowie z ursynowskiej szkoły 343 na zajęciach edukacyjnych z pszczelarstwa zorganizowanych przez Instytut Zarządzania SGGW oraz Akademię Pszczelarstwa i Zrównoważonego Rozwoju https://t.co/dxSqTqQGNV;https://twitter.com/SGGW_Warszawa/status/1399663255170293765;Mon Oct 04 22:31:36 +0000 2010;198659808;FAŁSZ;"Witamy na oficjalnym Twitterze Szkoły Głównej Gospodarstwa Wiejskiego w Warszawie.
Welcome to the official Twitter of Warsaw University of Life Sciences.";593;3011;126;28;Warsaw, Poland;SGGW w Warszawie;SGGW_Warszawa;4299;;http://www.sggw.edu.pl;FAŁSZ
;Tue Jun 01 09:26:53 +0000 2021;;;https://mtb-xc.pl/2021/06/01/klaudia-czabok-awf-warszawa-nie-chce-rezygnowac-z-kolarstwa-akademickie-mistrzostwa-polski-spytkowice/;1;1399658700533555201;;;;pl;;FAŁSZ;;0;;;"<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>";Nie tylko komentarz postartowy. Klaudia wymienia też szereg korzyści z czynnego udziału w sporcie akademickim. https://t.co/hVM988G3KB;https://twitter.com/mtbxcpl/status/1399658700533555201;Tue Mar 13 12:37:13 +0000 2012;523208985;FAŁSZ;Autorski portal o kolarstwie górskim i przełajowym. Sport, sprzęt, publicystyka.;363;973;119;11;Polska;Portal kolarski #mtbxcpl;mtbxcpl;14770;;http://mtb-xc.pl;FAŁSZ
;Tue Jun 01 09:35:13 +0000 2021;;;;0;1399660796788027395;trzaskowski_;1399643039279325184;370112160;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@trzaskowski_ @SMWarszawa @warszawa Na Wilanowie za dużo nie robią  tylko jeżdżą w autach żadnych patroli pieszych i zupełnie brak zainteresowania straży miejskiej źle zaparkowanymi autami ,dużo i to bardzo dużo rzeczy jest do poprawy w ich pracy w Miasteczku Wilanów.;https://twitter.com/MarkonMarek/status/1399660796788027395;Thu Oct 13 11:53:32 +0000 2016;786535339095650304;FAŁSZ;✌️#SilniRazem 🇵🇱🇪🇺Wolna Polska bez PiS Urodzony w Warszawie Nigdy więcej mafii PiS  😡;271569;1468;1950;7;Warszawa, Polska;MarKon#SilniRazem ***** ***✌️✌️✌️✌️✌️;MarkonMarek;85125;;;FAŁSZ
;Tue Jun 01 10:05:58 +0000 2021;;;;2;1399668538902777857;Damian_Bury;1399668331905421315;3297014062;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@Damian_Bury @ZDM_Warszawa @warszawa Nie, to ty masz problem z nowym prawem i nie podajesz żadnych argumentów;https://twitter.com/djakdekiel/status/1399668538902777857;Mon Dec 08 17:21:45 +0000 2014;2911209831;FAŁSZ;;9195;18;81;0;Antyweb;dr. Djakdekiel;djakdekiel;4838;;;FAŁSZ
;Tue Jun 01 09:49:41 +0000 2021;;;https://warszawa.wyborcza.pl/warszawa/7,54420,27151246.html;11;1399664439381659649;;;;pl;;FAŁSZ;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Ważny wyjątek dla pieszych. Nie przed wszystkimi pojazdami mają pierwszeństwo. Tramwaje W-kie @m_dutkiewicz @wbartelski oznakowują tymczasowo przejścia przez tory bez sygnalizacji + otwierają nową bazę danych. To odp. na niemrawą kampanię info @MI_GOV_PL  https://t.co/Gq5o2kOOyg;https://twitter.com/jarek_osowski/status/1399664439381659649;Thu Oct 23 11:32:53 +0000 2014;2841848969;FAŁSZ;"Dziennikarz, Gazeta Wyborcza -
transport, drogi, inwestycje i stołeczny samorząd";292;4785;461;79;Warszawa;Jarosław Osowski;jarek_osowski;29223;;http://autobusczerwony.blox.pl;FAŁSZ
;Tue Jun 01 10:01:10 +0000 2021;warszawa wwa anons vox;https://twitter.com/AAnonsiki/status/1399667328862896131/photo/1;;0;1399667328862896131;;;;pl;;FAŁSZ;;0;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";W celu wymiany myśli #1937 / Vox: miesięcznik poświęcony ogłoszeniom matrymonialnym, handlowym i literaturze, nr 17 (1937) #warszawa #wwa #anons #vox https://t.co/QqXIPY5XEu;https://twitter.com/AAnonsiki/status/1399667328862896131;Wed Apr 15 08:52:03 +0000 2020;1250346083483398145;PRAWDA;Anonse matrymonialne i towarzyskie wycinane z gazet;2;3;3;0;;Anonse anonsiki;AAnonsiki;503;;;FAŁSZ
;Tue Jun 01 10:07:59 +0000 2021;alertTVP3 Wrocław AOW A8 S8 dolnośląskie powiatwrocławski;;;0;1399669046501593093;;;;pl;;;;0;;;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";"#alertTVP3 ⚠ #Wrocław: utrudnienia na #AOW #A8 #S8 kier. Warszawa po kolizji auta i ciężarówki na 25. km (w. Północ – Psie Pole). Nie ma poszkodowanych. Ruch lewym pasem

#dolnośląskie #powiatwrocławski @radiokierowcow";https://twitter.com/FaktyTVP3/status/1399669046501593093;Sun May 12 21:13:09 +0000 2013;1424031918;FAŁSZ;Oficjalny profil „Faktów” Telewizji Polskiej we #Wrocław.iu. Serwisy dla #dolnośląskie.go: pn – pt 8.30, codziennie 18.30, 21.30 #alertTVP3;2037;7082;1619;40;Wrocław, Polska;Fakty TVP3 Wrocław;FaktyTVP3;22437;;http://fakty.com;FAŁSZ
;Tue Jun 01 09:37:29 +0000 2021;;;;0;1399661370384211968;;;;pl;;;;1;1399661250934710273;GazetaStoleczna;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Piesi mają od 1 czerwca pierwszeństwo, gdy wchodzą na przejście, ale nadal muszą przepuszczać tramwaje. Przypomni im o tym tymczasowe oznakowanie, które jest od poniedziałku malowane na chodnikach. https://t.co/DN366y2FTR;https://twitter.com/bbrytbbryt/status/1399661370384211968;Sun Jul 12 12:38:08 +0000 2015;3372278770;FAŁSZ;groteska jest jak lustro trzymane naprzeciw gęby systemu;9224;1390;336;32;Warszawa, Polska;BRYT (antyPiS);bbrytbbryt;58670;;;FAŁSZ
;Tue Jun 01 10:20:01 +0000 2021;;;https://warszawa.wyborcza.pl/warszawa/7,54420,27149691,najdluzszy-tunel-w-polsce-poza-zasiegiem-telefonii-komorkowej.html;14;1399672073098760196;;;;pl;;FAŁSZ;;2;;;"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>";"Hej @GDDKiA, to bardzo ważny temat związany z bezpieczeństwem! Operatorzy czekają już gotowi w blokach startowych, żeby zainstalować ""cieknący kabel"" i zapewnić zasięg sieci na całej długości tunelu.  https://t.co/efP6zyTtzg";https://twitter.com/WitekT/status/1399672073098760196;Mon Jun 08 16:09:01 +0000 2009;45599151;FAŁSZ;rzecznik @UKE_GOV_PL, ekspert #5G i egzorcysta telekomunikacyjny #telco #strategy #publicaffairs #publicrelations;1721;4200;651;45;Warszawa;Witold Tomaszewski;WitekT;19764;;http://telko.ninja;PRAWDA
;Tue Jun 01 09:52:21 +0000 2021;;;;0;1399665110931623938;JanSpiewak;1399613146852114437;2209098386;pl;;;;0;;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";@JanSpiewak @K_Galecka @ZDM_Warszawa 5 min od centrum.;https://twitter.com/Cpyk7/status/1399665110931623938;Fri Mar 26 10:09:33 +0000 2021;1375389379833782272;FAŁSZ;;202;0;50;0;;Cpyk;Cpyk7;31;;;FAŁSZ
;Tue Jun 01 09:38:13 +0000 2021;;;;0;1399661554371543045;;;;pl;;;;84;1399640757523386368;KapenGenezyp;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";"Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z";https://twitter.com/wolne_media_pl/status/1399661554371543045;Mon Apr 30 10:09:19 +0000 2018;990895869087113216;FAŁSZ;𝙳𝚣𝚒𝚎𝚗𝚗𝚒𝚔 𝚒 𝚃𝚎𝚕𝚎𝚠𝚒𝚣𝚓𝚊 𝚆𝚘𝚕𝚗𝚎-𝙼𝚎𝚍𝚒𝚊.𝚙𝚕;108663;16069;637;41;Warszawa, Polska;wolne-media.pl;wolne_media_pl;68543;;http://wolne-media.pl;FAŁSZ
;Tue Jun 01 09:41:28 +0000 2021;;;;0;1399662372999073797;djakdekiel;1399661525829406720;2911209831;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@djakdekiel @ZDM_Warszawa @warszawa I kolejny od bezmyślnej mantry i wycieczek personalnych....;https://twitter.com/Damian_Bury/status/1399662372999073797;Sun May 24 19:38:59 +0000 2015;3297014062;FAŁSZ;"""Serce mędrca zwraca się ku prawej stronie, a serce głupca ku lewej""";128849;938;1502;18;Polska;Damian Bury;Damian_Bury;132424;;;FAŁSZ
;Tue Jun 01 09:56:28 +0000 2021;;https://twitter.com/xmslyz/status/1399666146996015104/photo/1;;14;1399666146996015104;;;;pl;;FAŁSZ;;3;;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Wizualizacja Alei Jerozolimskich

Warszawa 2030, dramatyzowane. https://t.co/CZ84d9GTXs";https://twitter.com/xmslyz/status/1399666146996015104;Mon Nov 16 14:12:56 +0000 2009;90400428;FAŁSZ;Prezbiter Świętego Kościoła Rzymskokatolickiego🔸 Catholic priest 🔸 Cura católico;107873;16729;819;90;Polska;ks. Maciej Słyż;xmslyz;82950;;;FAŁSZ
;Tue Jun 01 09:57:24 +0000 2021;;;;0;1399666383013699585;;;;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@vampchiIde warszawa ursus 19 stopni goronco;https://twitter.com/pochiterr/status/1399666383013699585;Tue Jul 28 17:40:08 +0000 2020;1288167331923984387;FAŁSZ;jazda babciu na nocniku wokol pacyfiku;1095;103;100;0;they/them;Friboss;pochiterr;78614;;http://txti.es/ittoscara;FAŁSZ
;Tue Jun 01 09:58:18 +0000 2021;;;;0;1399666606788186114;;;;pl;;;;84;1399640757523386368;KapenGenezyp;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"Jasio, który nie panuje nad swoją jadaczką, znowu przegrał proces. 
Młody jest. Ciekawe ile się tego nazbiera przez kolejne lata? 
https://t.co/cc0AQFHY1z";https://twitter.com/adam_abramczyk/status/1399666606788186114;Tue Mar 08 10:48:59 +0000 2016;707156152480624641;FAŁSZ;Dwunastokrotny maratończyk (3:28), właściciel firmy, podróżnik, uzależniony od książek, piłki nożnej i nauki języków obcych. #English #Español #Italiano 🇪🇺;546372;31230;1209;103;Warsaw, Poland;ADAM;adam_abramczyk;311220;;;FAŁSZ
;Tue Jun 01 10:03:48 +0000 2021;;;;0;1399667990300344321;bartyzel;1399662987795910657;56240509;pl;;;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";@bartyzel @SMWarszawa @warszawa xD skoro jest tak bezpiecznie to dlaczego w Polsce ginie tyle osób na drogach?;https://twitter.com/arfisz/status/1399667990300344321;Thu Jan 21 19:27:26 +0000 2010;107177253;FAŁSZ;;102162;220;806;4;;AB ᓚᘏᗢ;arfisz;27483;;;FAŁSZ
;Tue Jun 01 09:57:54 +0000 2021;;https://twitter.com/xmslyz/status/1399666146996015104/photo/1;;0;1399666506817064961;;;;pl;;FAŁSZ;;3;1399666146996015104;xmslyz;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Wizualizacja Alei Jerozolimskich

Warszawa 2030, dramatyzowane. https://t.co/CZ84d9GTXs";https://twitter.com/JerzyZaleski/status/1399666506817064961;Wed Dec 05 12:36:53 +0000 2012;990846054;FAŁSZ;;31212;128;484;1;Sweden, Poland;Jerzy Zaleski;JerzyZaleski;7838;;;FAŁSZ
;Tue Jun 01 09:43:22 +0000 2021;;https://twitter.com/ursynowpl/status/1399662848234635266/photo/1;http://www.warszawa-latowmiescie.pzo.edu.pl;4;1399662848234635266;;;;pl;;FAŁSZ;;0;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";⏰ Punktualnie o godz. 12.00 ruszają zapisy na akcję Lato w Mieście 2021. 😃 W te wakacje Miasto Stołeczne Warszawa przygotowało miejsca w 160 placówkach, w tym 11 na terenie Ursynowa. 👉 Zapisy na 📲 https://t.co/g1P9Q0iENV https://t.co/Nu1BeuDdHH;https://twitter.com/ursynowpl/status/1399662848234635266;Wed Dec 10 14:21:43 +0000 2014;2913807447;FAŁSZ;Oficjalny profil Dzielnicy #ursynów #ursynowpl;86;1391;94;14;Warszawa;Urząd Dzielnicy Ursynów;ursynowpl;1196;;http://www.ursynow.pl;FAŁSZ
;Tue Jun 01 09:56:15 +0000 2021;;;https://www.pudelek.pl/rafal-trzaskowski-debiutuje-niesmialo-na-celebryckiej-sciance-u-boku-katarzyny-zielinskiej-i-krystyny-mazurowny-zdjecia-6645370591832800g;1;1399666092059017216;;;;pl;;FAŁSZ;;1;;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";"Jest, odnalazł się Prezydent .@Warszawa 😀 .@trzaskowski_ ""...Polityk miał ewidentne problemy z odnalezieniem się w blaskach fleszy. Można już na szczęście śmiało stwierdzić, że pierwsze koty za płoty... 😉 
https://t.co/zRCWvKuVoe";https://twitter.com/BorkowskMarek/status/1399666092059017216;Wed Sep 17 15:01:08 +0000 2014;2773575286;FAŁSZ;Radny #PiS #Grochów #PragaPołudnie  #Warszawa #Polska;34276;2054;999;27;Grochów;Marek Piotr Borkowsk;BorkowskMarek;17101;;http://www.marekborkowski.pl;FAŁSZ
;Tue Jun 01 10:06:30 +0000 2021;;;;0;1399668672269099008;;;;pl;;;;18;1399387052874031108;nowePSL;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";"🎙 Sondaże? One nigdy nie rozpieszczały ludowców. Najważniejszym są jednak wybory. Ostatnio udało się prawie dwukrotnie zwiększyć klub, zdobyć mandaty w dużych miastach jak Warszawa czy Wrocław. Wracają spotkania, cały czas pracujemy na dobry wynik

🍀@KosiniakKamysz
📻@Radio_ZET https://t.co/ffpGYcenc1";https://twitter.com/Paslawska/status/1399668672269099008;Mon Jul 05 20:10:08 +0000 2010;163197547;FAŁSZ;Poseł na Sejm RP , Wiceprezes PSL #ochronaśrodowiska #warmiamazury #dzieci #kobiety;32232;6390;747;47;;Urszula Pasławska;Paslawska;17736;;http://www.paslawska.pl;PRAWDA
